Author,Gender,Date,Post Text,Likes,Comments,Shares,Page Link
Christian Wylonis,Male,2023-04-27,"Last week, we made the difficult decision to significantly reduce our team, saying goodbye to 27 extremely talented colleagues. Along with many others, The Org is weathering the current economic climate and doing what we can to get through it. We will continue in a leaner setup with our belief in public org charts stronger than ever. I want to thank everyone leaving us for their efforts and commitments to the company. We will miss you ❤️",109,1,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
Christian Wylonis,Male,2023-04-27,Another milestone reached on our mission to make organizations more transparent 💥,89,3,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
Christian Wylonis,Male,2024-03-27,"We launched ""The Org for LinkedIn"" on the Chrome Web Store yesterday and got more than 1600 users in the first 24 hours 📈💥View any LinkedIn profile in the context of their org chart. If you are a LinkedIn user (which clearly you are if you're reading this) then this is a game changer!Try it out for yourself here: https://lnkd.in/etJ7ETxt",84,2,2,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
Christian Wylonis,Male,2023-09-27,"The launch of ""Vision by The Org"" is a huge step on our journey to take on LinkedIn with our “company first” professional community. Vision is basically our equivalent to Sales Navigator that gives professional users access to premium search functionality. We're launching on Product Hunt today and we hope you want to support us with an upvote and/or comment 🙏",76,3,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
Christian Wylonis,Male,2024-03-27,View any LinkedIn profile in the context of their org chart! This is truly a game changer if you are LinkedIn user (which clearly you are if you are reading this) so download the app and let us know what you think!,45,4,1,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
Christian Wylonis,Male,2024-03-27,"Are you interested in throwback #merch from The Org? Then this could be the opportunity you’ve been waiting for!! 😉We’re looking for #sales leaders that use a combination of #HubSpot and #ZoomInfo in their stack. All we need is a 15 minute meeting and we will send you your choice of a t-shirt, bucket hat, or tote bag! 😱TLDR we’re working on a new app that makes our 400k+ public org charts available directly within Hubspot. We want to understand what additional features would make this an essential part of every GTM strategy! 📈Let me know if you are interested. Successful referrals in the comments will also be rewarded with merch! ❤️",36,2,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAACurOIB0lpZWFKikQI7ctESOinvuJOMOjg&keywords=christian%20wylonis&origin=CLUSTER_EXPANSION&position=0&searchId=f5d572f5-94cf-428d-ab4e-b27d02f7e49b&sid=0lE&sortBy=%22date_posted%22
