Author,Gender,Date,Post Text,Likes,Comments,Shares,Page Link
Mark Cuban,Male,2023-10-27,this is going to be good. Chris is an amazing entrepreneur,693,50,7,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-05-27,,660,30,37,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2024-03-27,"So proud of what Erin, Brandi and the team have done ! This is just the beginning !",660,48,12,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-09-27,believe it or not. I tell everyone who really is messing up the cost of healthcare in this country.  it's not who you think,632,76,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2024-04-06,can't wait to watch this !,533,71,18,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-07-27,am amazing discussion of how TheracosBio is changing pricing models and helping patients,468,34,28,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-08-27,"one of my fave investments and an amazing deal for your fave cable networks.   @philotv has 70+ of your favoritechannels, including AMC, Discovery, Comedy Central, and more. It’s the smartestway to watch TV– anytime, anywhere, for just $25 a month. Start your free trialtoday! philo.tv/mark",429,49,33,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-07-27,check out what our partners at Comerica is doing for Small Business !,425,24,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2024-02-27,If your company self insures you need to know this !,420,27,23,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-11-27,the first of many prices cuts to come this month !,418,24,4,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-06-27,I'm looking forward to this Convo.  Chris is super smart.,336,31,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-04-27,great job Bro !,335,26,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-09-27,Sign up for Fireside and don’t miss this amazing live broadcast with my cofounder Alex Oshmyansky !,328,24,2,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2024-04-06,Read this book !,284,27,11,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-08-27,if you don't have teamcubancard.com for local pickup up at cost plus drugs pricing you need it !,227,34,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-09-27,Yusimry is doing great.  Sales are going up and to the right,209,23,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-04-27,"If you are in LA , check out Cluster !",204,12,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
Mark Cuban,Male,2023-04-27,check this out live. it's going to be great,68,9,0,https://www.linkedin.com/search/results/content/?fromMember=%5B%22ACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao%22%5D&heroEntityKey=urn%3Ali%3Afsd_profile%3AACoAAAylSRIBXNFRGjmGfTQsZZL04N8Sf_IyVao&keywords=mark%20cuban&origin=CLUSTER_EXPANSION&position=0&searchId=1261426a-0d27-443e-9425-b8c20a83ddf2&sid=M(%40&sortBy=%22date_posted%22
